"id_D";"montant";"id_paiement"
"20230203";"140";"4"
"20230205";"0";"1"
"20230205";"224.2";"2"
"20230205";"580";"3"
"20230205";"50";"4"
"20230206";"0";"1"
"20230206";"224.2";"2"
"20230206";"559.31";"3"
"20230206";"0";"4"
"20230207";"0";"1"
"20230207";"163.13";"2"
"20230207";"720";"3"
"20230207";"0";"4"
"20230208";"50";"1"
"20230208";"506.76";"2"
"20230208";"750";"3"
"20230208";"50";"4"
"20230209";"90";"1"
"20230209";"224.2";"2"
"20230209";"619.31";"3"
"20230209";"50";"4"
"20230225";"0";"1"
"20230225";"141.38";"2"
"20230225";"869.31";"3"
"20230225";"50";"4"
"20230226";"0";"1"
"20230226";"224.2";"2"
"20230226";"469.31";"3"
"20230226";"50";"4"
"20230227";"150";"1"
"20230227";"153.51";"2"
"20230227";"450";"3"
"20230227";"50";"4"
"20230228";"0";"1"
"20230228";"353.02";"2"
"20230228";"1040";"3"
"20230228";"0";"4"
"20230229";"90";"1"
"20230229";"112.1";"2"
"20230229";"549.31";"3"
"20230229";"0";"4"
"20230230";"90";"1"
"20230230";"365.58";"2"
"20230230";"929.31";"3"
"20230230";"50";"4"
"20230231";"0";"1"
"20230231";"194.92";"2"
"20230231";"549.31";"3"
"20230231";"50";"4"
"20230232";"50";"1"
"20230232";"41.41";"2"
"20230232";"700";"3"
"20230232";"100";"4"
"20230233";"0";"1"
"20230233";"212.79";"2"
"20230233";"1149.31";"3"
"20230233";"70";"4"
"20230234";"50";"1"
"20230234";"224.2";"2"
"20230234";"599.31";"3"
"20230234";"100";"4"
"20230235";"50";"1"
"20230235";"224.2";"2"
"20230235";"528.62";"3"
"20230235";"100";"4"
"20230236";"50";"1"
"20230236";"124.23";"2"
"20230236";"760";"3"
"20230236";"90";"4"
"20230237";"170";"1"
"20230237";"165.64";"2"
"20230237";"390";"3"
"20230237";"150";"4"
"20230238";"140";"1"
"20230238";"236.33";"2"
"20230238";"1150";"3"
"20230238";"50";"4"
"20230239";"150";"1"
"20230239";"336.3";"2"
"20230239";"499.31";"3"
"20230239";"50";"4"
"20230240";"50";"1"
"20230240";"307.74";"2"
"20230240";"1029.31";"3"
"20230240";"200";"4"
"20230241";"0";"1"
"20230241";"277.74";"2"
"20230241";"399.31";"3"
"20230241";"100";"4"
"20230242";"170";"1"
"20230242";"80.31";"2"
"20230242";"420";"3"
"20230242";"0";"4"
"20230243";"90";"1"
"20230243";"182.79";"2"
"20230243";"608.62";"3"
"20230243";"0";"4"
"20230245";"0";"1"
"20230245";"265.61";"2"
"20230245";"568.62";"3"
"20230245";"90";"4"
"20230246";"90";"1"
"20230246";"224.2";"2"
"20230246";"549.31";"3"
"20230246";"50";"4"
"20230247";"0";"1"
"20230247";"68.9";"2"
"20230247";"320";"3"
"20230247";"50";"4"
"20230248";"0";"1"
"20230248";"337.02";"2"
"20230248";"880";"3"
"20230248";"90";"4"
"20230249";"90";"1"
"20230249";"224.92";"2"
"20230249";"599.31";"3"
"20230249";"140";"4"
"20230250";"0";"1"
"20230250";"477.68";"2"
"20230250";"618.62";"3"
"20230250";"120";"4"
"20230251";"90";"1"
"20230251";"182.79";"2"
"20230251";"819.31";"3"
"20230251";"0";"4"
"20230252";"0";"1"
"20230252";"41.41";"2"
"20230252";"400";"3"
"20230252";"0";"4"
